molecule,match
C/C(=C\C1=CC=CC=C1)/C=O,True
C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,False
C/C=C/C=C/C(=O)OC,True
C1(=C(C=C(C=C1C)C)CCCCCCCCCCCCCCCC)C,False
C1(C(CC(CC1CCCCCCCCCCCCCCCC)C)C)C,True
C1/C=C\CC/C=C\C1,True
C1=C2C(=CC=C1)C(CCC2CCCCCCCC)CCCCCCCC,False
C1=CC=C(C=C1)C2=CC=CC=C2,True
C1=CC=C(C=C1)CC2=CC=CC=C2,True
C1=CC=C(C=C1)CCC2=CC=CC=C2,True
C1=CC=C(C=C1)CCO,True
C1=CC=C(C=C1)CO,True
C1=CC=C(C=C1)COCC2=CC=CC=C2,True
C1=CC=C2C=CC=CC2=C1,True
C1=COC(=C1)C=O,True
C1=COC=C1,True
C1C=CCO1,True
C1CC(CC=C1)C=O,True
C1CC(OC1)CO,True
C1CC2=CC=CC=C2C1,True
C1CC2C3CCC(C3)C2C1,True
C1CC=CCCC=C1,True
C1CC=COC1,True
C1CCC(=O)C1,True
C1CCC(=O)CC1,True
C1CCC(C1)O,True
C1CCC(CC1)C2CCCCC2,True
C1CCC(CC1)CO,True
C1CCC(CC1)O,True
C1CCC2C(C1)CCC3C2CCCC3,True
C1CCC2CCCCC2C1,True
C1CCC=CC1,True
C1CCCC(=O)CC1,True
C1CCOC1,True
C1CCOCC1,True
C1CC[C@@H]2CCCC[C@@H]2C1,True
C1CC[C@H]2CCCC[C@@H]2C1,True
C1COC=C1,True
C=C(CC(C)(C)C)CC(C)(C)CC(C)(C)C,True
C=C1CCC2CC1C2(C)C,True
C=CC(C)(O)CCC=C(C)C,False
C=CC1CCC=CC1,True
C=CC1CCCCC1,True
C=CCCCC,True
C=CCCCCCCC=C,True
C=CCCCC[C@H](CCCC)CCCCCC,True
C=COCC1CCC(CC1)COC=C,True
C=COCCO,True
CC(=C)C=C,True
CC(=C)CC(C)(C)C,True
CC(=CC/C=C(\C)/C=C)C,True
CC(=CC1=CC=CC=C1)C=O,True
CC(=CC=C(C)C)C,True
CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,False
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,False
CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,False
CC(=CCC/C(=C/CO)/C)C,True
CC(=CCC=C(C)C=C)C,True
CC(=CCCC(=CCC=C(C)C=C)C)C,False
CC(=CCCC(=CCCC(=CCO)C)C)C,False
CC(=CCCC(=CCCC(C)(C=C)O)C)C,False
CC(=CCCC(=CCO)C)C,True
CC(=CCCCCCCCC)C1=CC=CC=C1,False
CC(=O)CC(C)(C)O,True
CC(=O)CCC(=O)OC,True
CC(=O)OC,True
CC(=O)OCC(COC(=O)C)OC(=O)C,True
CC(=O)OCC1CCCO1,True
CC(C(CCCCCC)C1CCCCC1)C,True
CC(C)(C)C1=CC=CC=C1,True
CC(C)(C)C1CCCC2CCCCC21,True
CC(C)(C)C1CCCc2ccccc21,True
CC(C)(C)O,True
CC(C)(C)OC,True
CC(C)(C)c1ccc2ccccc2c1,True
CC(C)(CCO)OC,True
CC(C)(OC)OC,True
CC(C)C(=O)C(C)C,True
CC(C)C(C)C(C)C,True
CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,True
CC(C)C1=CC(=CC=C1)C(C)C,True
CC(C)C1=CC=CC=C1,True
CC(C)C1CC(CC(C1)C(C)C)C(C)C,True
CC(C)C=O,True
CC(C)CC(=O)C,True
CC(C)CC(=O)CC(C)C,True
CC(C)CC(C)C,True
CC(C)CCC(C)(C)C,True
CC(C)CCC(C)CCC(C)CC=C(C)C,True
CC(C)CCC(CCC(C)C)C(CCC(C)C)CCC(C)C,True
CC(C)CCCC(C)C,True
CC(C)CCCC(C)CCCC(C)CCO,False
CC(C)CCCC(C)CCO,False
CC(C)CCO,True
CC(C)CCOC(=O)C(C)O,True
CC(C)CCOC(=O)C(C)OCCC(C)C,False
CC(C)CCOC(=O)C.CC(C)CCOC(=O)C,True
CC(C)CCOCC(=O)OCCC(C)C,True
CC(C)CCOCCC(C)C,True
CC(C)CCOCCCC(=O)OCCC(C)C,True
CC(C)CO,True
CC(C)COC(=O)C(C)OCC(C)C,False
CC(C)COCC(C)C,True
CC(C)OCCO,True
CC(CC(C)(C)C)CC(C)(C)C,True
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,True
CC(CC(CCCCCCCC)(CC(C)C)C1=CC=CC=C1)C,False
CC(CC1)OC1C(C2CCC(C)O2)C3CCC(C)O3,True
CC(CC1)OC1C(C2CCC(C)O2)C3CCCO3,True
CC(CCC=C(C)C)CCO,True
CC(COC)O,True
CC(COC)OC(=O)C,True
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC,True
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,False
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,False
CC1(C2CCC(O1)(CC2)C)C,True
CC1(COC1)C,True
CC1(OCC(O1)CO)C,True
CC1=C(C(=C(C=C1)C)C)C,True
CC1=CC(=C(C(=C1)OC)O)OC,True
CC1=CC(=C(C=C1)C)C,True
CC1=CC(=C(C=C1)O)OC,True
CC1=CC(=CC(=C1)C)C,True
CC1=CC(=CC=C1)C,True
CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,True
CC1=CC2=C(C=C1)C=C(C=C2)C,True
CC1=CC2=CC=CC=C2C=C1,False
CC1=CC=C(C=C1)C(C)C,True
CC1=CC=C(C=C1)OC,True
CC1=CC=C(O1)C,True
CC1=CC=C(O1)C(C2=CC=C(O2)C)C3=CC=C(O3)C,True
CC1=CC=C(O1)C(C2=CC=CO2)C3=CC=C(O3)C,True
CC1=CC=CC2=CC=CC=C12,True
CC1=CC=CC=C1,True
CC1=CC=CC=C1C,True
CC1=CCC(=C(C)CCC=C(C)C)CC1,True
CC1=CCC(=CC1)C(C)C,True
CC1=CCC(CC1)C(=C)C,False
CC1=CCC2C(C1)C2(C)C,False
CC1=CCC2CC1C2(C)C,True
CC1=CCCC(=C)C2CC(C2CC1)(C)C,False
CC1=CCCCC1,False
CC1CC(=O)CC(C1)(C)C,True
CC1CC(C(C1)(C)C)C,True
CC1CC(CC(C1)C)C,True
CC1CCC(C(=O)C1)C(C)C,True
CC1CCC(C(C1)C)C,True
CC1CCC(C(C1)OC(=O)C)C(C)C,True
CC1CCC2CC1C2(C)C,True
CC1CCC=CC1,True
CC1CCCC(C1)C,True
CC1CCCC(C2CC(C2CC1)(C)C)C,False
CC1CCCC1,True
CC1CCCC=C1,True
CC1CCCCC1,True
CC1CCCCC1(C)C,True
CC1CCCCC1C,True
CC1CCCO1,True
CC1CCOC(C1)C=C(C)C,False
CC1COC(O1)CC(C)C,False
CC=CC=CC(=O)OC,True
CCC(=CCCCCCCC=C(CC)CC)CC,True
CCC(=O)C,True
CCC(=O)CC,True
CCC(C)(C)C,True
CCC(C)(C)C(C)C,True
CCC(C)(C)O,True
CCC(C)(CCCC(C)C)O,True
CCC(C)(CCCC(C)CCCC(C)C)O,True
CCC(C)C(C)(C)C,True
CCC(C)C(C)C,True
CCC(C)C(C)CC,True
CCC(C)C1=CC=CC=C1,True
CCC(C)C1CCCC2C1CCCC2,True
CCC(C)CC,True
CCC(C)CC(C)C,True
CCC(C)CCCC(C)C,True
CCC(C)CCCC(C)CCCC(C)C,False
CCC(C)CO,True
CCC(C)O,True
CCC(C)OC,True
CCC(C)OC(C)CC,True
CCC(CC(C)C)C(CC)CC(C)C,True
CCC(CC)(CC)CC,True
CCC(CC)C(C)C,True
CCC(CC)C1OC(C)C(C)O1,True
CCC(CC)CC,True
CCC(CC)COCC(CC)CC,True
CCC(O)OCCCOC,False
CCC/C=C\CCC,True
CCC1=CC(=C(C=C1)O)OC,True
CCC1=CC(=CC(=C1)CC)CC,True
CCC1=CC(=CC=C1)CC,True
CCC1=CC=CO1,True
CCC1C2CC3CC(C2)CC1C3,True
CCC1CCCCC1,True
CCC1CCCO1,True
CCC1OCC(O1)C,True
CCC=CCC(=O)OC,True
CCC=CCC=CCC=CCCCCCCCC(=O)O,False
CCC=CCC=CCC=CCCCCCCCC(=O)OC,False
CCC=CCC=CCC=CCCCCCCCC(=O)OCC,False
CCC=CCC=CCC=CCCCCCCCCO,False
CCCC,True
CCCC(=O)CCC,True
CCCC(=O)OC,True
CCCC(=O)OC(COC(=O)CCC)COC(=O)CCC,True
CCCC(C)(C)C,True
CCCC(C)(CCC)C1CCCC2CCCCC12,True
CCCC(C)(CCC)c1ccc2ccccc2c1,True
CCCC(C)C,True
CCCC(C)C(=O)C,False
CCCC(C)C(=O)CC,True
CCCC(C)C(C)O,True
CCCC(C)C(CC)O,True
CCCC(C)C=C(C)C,True
CCCC(C)CC,True
CCCC(C)CCCC(C)CCCC(C)C,False
CCCC(CC(=O)OC)O,False
CCCC(CC)C(CC)CCC,True
CCCC(CCCC)=CCCCCCCC,False
CCCC(O)CCC,True
CCCC/C=C/CC,True
CCCC/C=C\C,True
CCCC/C=C\CC,True
CCCC12CC3CC(C1)CC(C3)C2,True
CCCC1=CC(=C(C=C1)O)OC,False
CCCC1=CC2=C(CCCC2)C=C1,True
CCCC1=CC=C(C=C1)O,False
CCCC1=CC=C(C=C1)OC,True
CCCC1=CC=CC=C1,True
CCCC1C2CC3CC(C2)CC1C3,True
CCCC1CCCC1,True
CCCC1CCCC2=CC=CC=C12,False
CCCC1CCCC2CCCCC12,True
CCCC1CCCCC1,True
CCCC1OC(C)C(C)O1,True
CCCC=C(CCCC)CCCCCCC,False
CCCC=C1C2CC3CC(C2)CC1C3,False
CCCC=O,True
CCCCC,True
CCCCC(=O)CCCC,True
CCCCC(=O)OC,True
CCCCC(=O)OC.CCCCC(=O)OC,True
CCCCC(=O)OCC,True
CCCCC(=O)OCCC,True
CCCCC(=O)OCCCC,False
CCCCC(C)(C)C,True
CCCCC(C)(C)c1ccc2ccccc2c1,True
CCCCC(C)(CCCC)c1ccc2ccccc2c1,True
CCCCC(C)C,True
CCCCC(C)C(=O)C,False
CCCCC(C)CC,True
CCCCC(CC)C1OC(C)C(C)O1,True
CCCCC(CC)CO,True
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,True
CCCCC(CC)COCCCC,True
CCCCC(CCCC)C(CCCC)CCCC,True
CCCCC(CCCC)CCCC,True
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,False
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,True
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,False
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,False
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,False
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,False
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,True
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCC,False
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCC,False
CCCCC/C=C\C=C\C(=O)OCC,True
CCCCC12CC3CC(C1)CC(C3)C2,True
CCCCC1=CC=C(C=C1)CCCC,True
CCCCC1=CC=CC=C1,True
CCCCC1=CC=CO1,True
CCCCC1C(CC(=O)O1)C,True
CCCCC1CCCC2=CC=CC=C12,True
CCCCC1CCCC2CCCCC12,False
CCCCC1CCCCC(=O)O1,False
CCCCC1CCCCC1,True
CCCCC1CCCO1,True
CCCCC=CC,True
CCCCC=CCC,True
CCCCC=O,True
CCCCCC,True
CCCCCC#C,True
CCCCCC(=O)C,True
CCCCCC(=O)CC,True
CCCCCC(=O)CCC,True
CCCCCC(=O)CCCCC,True
CCCCCC(=O)OCCC,True
CCCCCC(=O)OCCCC,True
CCCCCC(C)(C)C,True
CCCCCC(C)C,True
CCCCCC(C)O,True
CCCCCC(CCC)O,True
CCCCCC(O)CC,True
CCCCCC/C(=C(\C)/CCC=C(C)C)/C,False
CCCCCC/C=C(/CCC)\CCCCCCC,False
CCCCCC/C=C\CCCCCCCCCC(=O)OC,True
CCCCCC12CC3CC(C1)CC(C3)C2,True
CCCCCC1=CC=CC=C1,True
CCCCCC1OC(C)C(C)O1,True
CCCCCC=C,True
CCCCCC=CC,True
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC,True
CCCCCC=CCC=CCC=CCCCCC(=O)OC,False
CCCCCC=CCC=CCCCCCCCC(=O)O,False
CCCCCC=CCC=CCCCCCCCC(=O)OC,False
CCCCCC=CCC=CCCCCCCCC(=O)OCC,True
CCCCCC=CCC=CCCCCCCCC(=O)OCCC,False
CCCCCC=CCC=CCCCCCCCC(=O)OCCCC,False
CCCCCC=CCC=CCCCCCCCCO,False
CCCCCC=O,True
CCCCCCC,True
CCCCCCC(=C(C)CCC=C(C)C)C,False
CCCCCCC(=O)C,True
CCCCCCC(=O)CC,True
CCCCCCC(=O)OC,True
CCCCCCC(C)(C)C,True
CCCCCCC(C)C,True
CCCCCCC(C)C(C)CCCCCC,True
CCCCCCC(C)C=CC(C)CCCCCC,True
CCCCCCC(C)CCC(C)C,True
CCCCCCC(C)CCCC,True
CCCCCCC(C)c1ccccc1,False
CCCCCCC(CC)(CC)c1ccc2ccccc2c1,True
CCCCCCC(CC)C(CC)CCCCCC,True
CCCCCCC(CC=CCCCCCCCC(=O)OC)O,False
CCCCCCC(CCC)CCC,True
CCCCCCC(CCCC)CCCCCC,True
CCCCCCC(CCCCCC)c1ccccc1,False
CCCCCCC/C(=C/CCC)/CCCC,False
CCCCCCC/C=C(\C)/CCCCCCCC,False
CCCCCCC1=CC=CC=C1,True
CCCCCCC1CCCC(=O)O1,False
CCCCCCC1CCCCC1,True
CCCCCCC=C,True
CCCCCCC=CCCCCCCCC(=O)OC,False
CCCCCCC=CCCCCCCCCO,True
CCCCCCCC,True
CCCCCCCC(=O)C,True
CCCCCCCC(=O)OC,False
CCCCCCCC(=O)OCC,True
CCCCCCCC(=O)OCCC,True
CCCCCCCC(=O)OCCCC,True
CCCCCCCC(C)O,True
CCCCCCCC(CC(C)C)(CC(C)C)c1ccccc1,False
CCCCCCCC(CC)CC,True
CCCCCCCC(CCC)=CCCCCCC,False
CCCCCCCC(CCC)CCCCCCC,True
CCCCCCCC(CCCC)CCCC,True
CCCCCCCC/C=C/CCCCCCCC(=O)OC,True
CCCCCCCC/C=C\CCCCCCC(CC)C(=O)[O-],True
CCCCCCCC/C=C\CCCCCCCC(=O)O,False
CCCCCCCC/C=C\CCCCCCCC(=O)OC,True
CCCCCCCC/C=C\CCCCCCCC(=O)OC(C)C,False
CCCCCCCC/C=C\CCCCCCCC(=O)OCC,False
CCCCCCCC/C=C\CCCCCCCC(=O)OCCC,True
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,True
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC,True
CCCCCCCC1=CC=CC=C1,False
CCCCCCCC1=CC=CO1,True
CCCCCCCC1CCC(=O)O1,True
CCCCCCCC1OC(C)C(C)O1,True
CCCCCCCC=C,True
CCCCCCCC=C(CCCCCC)CCCCCC,False
CCCCCCCC=CC(=O)OCC,True
CCCCCCCC=O,True
CCCCCCCCC,True
CCCCCCCCC(=O)OC,True
CCCCCCCCC(C)(C)C1CCCC2CCCCC21,True
CCCCCCCCC(C)(C)c1ccc2ccccc2c1,True
CCCCCCCCC(C)=CCCCCCCC,False
CCCCCCCCC(C)C(C)CCCCCCCC,True
CCCCCCCCC(C)CCCCCCCC,True
CCCCCCCCC(CCC)C(CCC)CCCCCCCC,True
CCCCCCCCC(CCC)C1=CC=CC=C1,True
CCCCCCCCC(CCCCCC)CCCCCC,True
CCCCCCCCC(CCCCCCC)CCCCCCCC,True
CCCCCCCCC1=CC=CC=C1,True
CCCCCCCCC1CCCC2CCCCC12,True
CCCCCCCCC1CCCc2ccccc21,False
CCCCCCCCC1CCc2ccccc2C1CCCCCCCC,False
CCCCCCCCC=C,True
CCCCCCCCC=CCCCCCCCC(=O)O,False
CCCCCCCCC=CCCCCCCCC(=O)OC,True
CCCCCCCCC=CCCCCCCCC(=O)OC(C)C,False
CCCCCCCCC=CCCCCCCCC(=O)OCC,False
CCCCCCCCC=CCCCCCCCC(=O)OCC(C)C,True
CCCCCCCCC=CCCCCCCCC(=O)OCC(CC)CCCC,True
CCCCCCCCC=CCCCCCCCC(=O)OCCC,True
CCCCCCCCC=CCCCCCCCC(=O)OCCCC,True
CCCCCCCCC=CCCCCCCCC(=O)OCCCCCC,False
CCCCCCCCC=CCCCCCCCC(=O)OCCCCCCCC,False
CCCCCCCCC=CCCCCCCCCCC(=O)OC,True
CCCCCCCCC=CCCCCCCCCCCCC(=O)OC,True
CCCCCCCCC=CCCCCCCCCO,True
CCCCCCCCCC,True
CCCCCCCCCC(=O)O,False
CCCCCCCCCC(=O)OC,True
CCCCCCCCCC(=O)OC(C)C,False
CCCCCCCCCC(=O)OCC,True
CCCCCCCCCC(=O)OCCC,True
CCCCCCCCCC(=O)OCCCC,False
CCCCCCCCCC(=O)OCCCCCC,True
CCCCCCCCCC(C)C=CC(C)CCCCCCCCC,True
CCCCCCCCCC(C)CCC(C)CCCCCCCCC,True
CCCCCCCCCC(C)c1ccccc1,True
CCCCCCCCCC(CCCC)(CCCC)c1ccccc1,True
CCCCCCCCCC1=CC=CC=C1,True
CCCCCCCCCC=C,False
CCCCCCCCCC=CC=CC=CC=CC=CC=CC(=O)OC,False
CCCCCCCCCCC,True
CCCCCCCCCCC/C=C\CCCCC(=O)OC,False
CCCCCCCCCCC=C,False
CCCCCCCCCCCC,True
CCCCCCCCCCCC(=O)OC,True
CCCCCCCCCCCC(=O)OC=C,False
CCCCCCCCCCCC(=O)OCC,False
CCCCCCCCCCCC(=O)OCCC,False
CCCCCCCCCCCC(=O)OCCCC,True
CCCCCCCCCCCC(=O)OCCCCCC,True
CCCCCCCCCCCC(=O)OCCCCCCCC,False
CCCCCCCCCCCC(=O)OCCCCCCCCCC,True
CCCCCCCCCCCC=CCCCCC(=O)OC,False
CCCCCCCCCCCCC,True
CCCCCCCCCCCCC(C)C1=CC=CC=C1,True
CCCCCCCCCCCCC1=CC=CC=C1,True
CCCCCCCCCCCCC1CCCC(C)C1,False
CCCCCCCCCCCCC=C,False
CCCCCCCCCCCCCC,True
CCCCCCCCCCCCCC(=O)OC,False
CCCCCCCCCCCCCC(=O)OCC,True
CCCCCCCCCCCCCC(=O)OCCC,True
CCCCCCCCCCCCCC(=O)OCCCC,True
CCCCCCCCCCCCCC(=O)OCCCCCC,True
CCCCCCCCCCCCCC(=O)OCCCCCCCC,True
CCCCCCCCCCCCCC(=O)OCCCCCCCCCC,True
CCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC,False
CCCCCCCCCCCCCC(C)(C)C1CCCCC1,True
CCCCCCCCCCCCCC(C)(C)c1ccccc1,True
CCCCCCCCCCCCCCC,True
CCCCCCCCCCCCCCC1=CC=CC=C1,False
CCCCCCCCCCCCCCC1CCCCC1,True
CCCCCCCCCCCCCCC=C,False
CCCCCCCCCCCCCCCC,True
CCCCCCCCCCCCCCCC(=O)OC,True
CCCCCCCCCCCCCCCC(=O)OC(C)C,True
CCCCCCCCCCCCCCCC(=O)OC(C)CC,True
CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC,True
CCCCCCCCCCCCCCCC(=O)OCC,True
CCCCCCCCCCCCCCCC(=O)OCC(C)C,True
CCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,True
CCCCCCCCCCCCCCCC(=O)OCCC,False
CCCCCCCCCCCCCCCC(=O)OCCCC,True
CCCCCCCCCCCCCCCC(=O)OCCCCCC,True
CCCCCCCCCCCCCCCC(=O)OCCCCCCCCCC,False
CCCCCCCCCCCCCCCC(C)(C)c1ccccc1,True
CCCCCCCCCCCCCCCC(C)C,True
CCCCCCCCCCCCCCCC(CCCC)C1CCCCC1,True
CCCCCCCCCCCCCCCC(CCCC)c1ccccc1,False
CCCCCCCCCCCCCCCCC,True
CCCCCCCCCCCCCCCCC(C)C,True
CCCCCCCCCCCCCCCCC1CC(C)C(C)CC1C,True
CCCCCCCCCCCCCCCCC=C,False
CCCCCCCCCCCCCCCCCC,True
CCCCCCCCCCCCCCCCCC(=O)O,True
CCCCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCCCC(=O)O,True
CCCCCCCCCCCCCCCCCC(=O)OC,True
CCCCCCCCCCCCCCCCCC(=O)OC(C)C,True
CCCCCCCCCCCCCCCCCC(=O)OC(C)CC,True
CCCCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC,True
CCCCCCCCCCCCCCCCCC(=O)OCC,True
CCCCCCCCCCCCCCCCCC(=O)OCC(C)C,True
CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,True
CCCCCCCCCCCCCCCCCC(=O)OCCC,False
CCCCCCCCCCCCCCCCCC(=O)OCCCC,True
CCCCCCCCCCCCCCCCCCC,True
CCCCCCCCCCCCCCCCCCCC,True
CCCCCCCCCCCCCCCCCCCC(=O)OC,True
CCCCCCCCCCCCCCCCCCO,True
CCCCCCCCCCCCCCCCCCOC(=O)C,True
CCCCCCCCCCCCCCCCO,True
CCCCCCCCCCCCCCCCOC(=O)C,False
CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCC,True
CCCCCCCCCCCCCCCCc1cc(C)c(C)cc1C,False
CCCCCCCCCCCCCCO,True
CCCCCCCCCCCCCCOC(=O)C,False
CCCCCCCCCCCCO,True
CCCCCCCCCCCCOC(=O)C,False
CCCCCCCCCCCCOC(=O)CCCC,False
CCCCCCCCCCCCOC(=O)CCCCCCCCCCC,True
CCCCCCCCCCCCOC=C,False
CCCCCCCCCCCC[C@@H](C)C1CCCCC1,True
CCCCCCCCCCCO,True
CCCCCCCCCCO,True
CCCCCCCCCCOC(=O)C,False
CCCCCCCCCCOC(=O)CCCC,True
CCCCCCCCCCOC(=O)CCCCCCCC=CCCCCCCCC,False
CCCCCCCCCCOC(=O)CCCCCCCCC,False
CCCCCCCCCO,True
CCCCCCCCC[C@H](C)/C=C/[C@@H](C)CCCCCCCCC,True
CCCCCCCCC[C@H](C)c1ccccc1,True
CCCCCCCCO,True
CCCCCCCCOC(=O)C(C)OC,True
CCCCCCCCOC(=O)CCCC,False
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,False
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,True
CCCCCCCCOC(C)=O,True
CCCCCCCCOC(C)C(=O)OC,True
CCCCCCCCOC(C)C(=O)OCC,True
CCCCCCCCOCCCCCCCC,True
CCCCCCCC[C@@H](CCC)[C@H](CCC)CCCCCCCC,True
CCCCCCCCc1ccc2ccccc2c1,True
CCCCCCCCc1cccc(C)c1C,True
CCCCCCCO,True
CCCCCCCOC(=O)CC,True
CCCCCCO,True
CCCCCCOC,True
CCCCCCOC(=O)C,True
CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC,False
CCCCCCOC(=O)CCC,True
CCCCCCOC(=O)CCC.CCCCCCOC(=O)CCC,True
CCCCCCOC(=O)CCCCC,False
CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,False
CCCCCCOC(C)C(=O)OC,True
CCCCCCOCC(CC)CC,True
CCCCCCOCCCCCC,True
CCCCCC[C@@H](C(C)C)C1CCCCC1,True
CCCCCC[C@@H](C)/C=C/[C@H](C)CCCCCC,True
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OC)O,False
CCCCCC[C@](C)(CC)C1CCCC2CCCCC12,True
CCCCCO,True
CCCCCOC(=O)C,True
CCCCCOC(=O)CCCC,True
CCCCCOCCCCC,True
CCCCOC(=O)/C=C\C(=O)OCCCC,True
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,True
CCCCOC(=O)C=CC(=O)OCCCC,True
CCCCOC(=O)CC(=O)OCCCC,True
CCCCOC(=O)CCC,False
CCCCOC(=O)CCC(=O)C,False
CCCCOC(=O)CCC(=O)OCCCC,True
CCCCOC(=O)CCCCC(=O)OCCCC,True
CCCCOC(=O)CCCCCCC/C=C/C/C=C/C/C=C/CC,False
CCCCOC(=O)CCCCCCCC(=O)OCCCC,True
CCCCOC(=O)CCCCCCCC=CCC=CCC=CCC,False
CCCCOC(C)C(=O)OC,True
CCCCOC(CCC)CCC,True
CCCCOCC,True
CCCCOCC(C)O,True
CCCCOCCCC,True
CCCCOCCO,True
CCCCOCOCCCC,True
CCCCc1cccc2ccccc12,True
CCCO,True
CCCOC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,False
CCCOC(=O)CCCCCCCC=CCC=CCC=CCC,False
CCCOCCC,True
CCC[C@@H](CC)C1CCCCC1,True
CCO,True
CCOC(=O)C(=O)OCC,True
CCOC(=O)C(C)OCC,True
CCOC(=O)CC(=O)C,True
CCOC(=O)CCC(=O)C,False
CCOC(=O)CCC(=O)OCC,True
CCOC(=O)CCCCC(=O)OCC,True
CCOC(=O)CCCCCCCC(=O)OCC,True
CCOC(=O)CCCCCCCCC(=O)OCC,False
CCOC(C)OCC,True
CCOCC,True
CCOCC1=CC=CO1,True
CCOCC1CCCO1,True
CCOCCCCOCC,True
CCOCCOC(C)=O,True
CCOCCOCCO,True
CCOCCOCCOCC,True
CCOCOCC,True
CCOCOCOCC,True
CCOCOCOCOCC,True
CCOCOCOCOCOCC,True
CC[C@@H](C)C1CCCC2CCCCC12,True
CC[C@@H](C)C[C@@](C)(CC)c1ccc2ccccc2c1,True
CC[C@H](C)C1CCCc2ccccc12,True
CC[C@H](CC(C)C)[C@H](CC)CC(C)C,False
CCc1ccccc1,True
COC(=O)C(C)OCC1CC1,True
COC(=O)C1=CC=CC=C1C(=O)OC,False
COC(=O)CC(=O)OC,True
COC(=O)CCCCC(=O)OC,True
COC(=O)CCCCCCCC(=O)OC,True
COC(=O)CCCCCCCC=C,True
COC(=O)CCCCCCCC=[CH+],True
COC(C)COC(C)CO,True
COC(C)COC(C)COC(C)CO,True
COC(C1=CC=CC=C1)OC,True
COC1=C(C(=CC=C1)OC)O,True
COC1=C(C=CC(=C1)CC=C)O,False
COC1=CC=C(C=C1)C=O,True
COC1=CC=CC=C1O,True
COC1CCCC1,True
COCC(CO)O,True
COCCCCCCOC,True
COCCCOCCCO,True
COCCO,True
COCCOC,True
COCCOCCO,True
COCCOCCOC,True
COCCOCCOCCO,True
COCCOCCOCCOC,True
COCOC,True
COCOCOC,True
COCOCOCOC,True
COCOCOCOCOC,True
COCOCOCOCOCOC,True
COc1ccccc1,True
COc1ccccc1OC,True
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,True
Cc1ccc(C)cc1,True
Cc1cccc(C)c1C,True
Cc1ccco1,True
O(C(=O)CCCCCCCC=CCCCCCCCC)C(C)CC,False
OCc1ccco1,True
c1ccc2c(c1)CCCC2,True
ï»¿CCCCCCCC/C=C\CCCCCCCCCC(=O)OC,True
