reaction_index,reaction_type,reactant1_smiles,reactant2_smiles,product1_smiles,product2_smiles,solvent_name,solvent_smiles,temperature (K),kliq,kliq_unit,ref_solvent_name,ref_solvent_smiles,krel (kliq_to_kref),reference,note
8,Diels-Alder,O=C1C=CC(=O)O1,C=CC(=C)C,CC1=CCC2C(=O)OC(=O)C2C1,,"1,2-dichlorobenzene",Clc1ccccc1Cl,303.3,0.000667,M^-1 s^-1,isopropyl ether,CC(C)OC(C)C,13.3,doi: 10.1021/ja00713a030,"Two pathways exist, each with endo and exo diastereomer products"
8,Diels-Alder,O=C1C=CC(=O)O1,C=CC(=C)C,CC1=CCC2C(=O)OC(=O)C2C1,,"1,3-dichlorobenzene",Clc1cccc(Cl)c1,303.3,0.00033,M^-1 s^-1,isopropyl ether,CC(C)OC(C)C,6.59,doi: 10.1021/ja00713a030,"Two pathways exist, each with endo and exo diastereomer products"
8,Diels-Alder,O=C1C=CC(=O)O1,C=CC(=C)C,CC1=CCC2C(=O)OC(=O)C2C1,,anisole,COc1ccccc1,303.3,0.000252,M^-1 s^-1,isopropyl ether,CC(C)OC(C)C,5.03,doi: 10.1021/ja00713a030,"Two pathways exist, each with endo and exo diastereomer products"
8,Diels-Alder,O=C1C=CC(=O)O1,C=CC(=C)C,CC1=CCC2C(=O)OC(=O)C2C1,,benzene,c1ccccc1,303.3,0.000175,M^-1 s^-1,isopropyl ether,CC(C)OC(C)C,3.49,doi: 10.1021/ja00713a030,"Two pathways exist, each with endo and exo diastereomer products"
8,Diels-Alder,O=C1C=CC(=O)O1,C=CC(=C)C,CC1=CCC2C(=O)OC(=O)C2C1,,benzonitrile,N#Cc1ccccc1,303.3,0.000343,M^-1 s^-1,isopropyl ether,CC(C)OC(C)C,6.85,doi: 10.1021/ja00713a030,"Two pathways exist, each with endo and exo diastereomer products"
8,Diels-Alder,O=C1C=CC(=O)O1,C=CC(=C)C,CC1=CCC2C(=O)OC(=O)C2C1,,chlorobenzene,Clc1ccccc1,303.3,0.000252,M^-1 s^-1,isopropyl ether,CC(C)OC(C)C,5.03,doi: 10.1021/ja00713a030,"Two pathways exist, each with endo and exo diastereomer products"
8,Diels-Alder,O=C1C=CC(=O)O1,C=CC(=C)C,CC1=CCC2C(=O)OC(=O)C2C1,,isopropyl ether,CC(C)OC(C)C,303.3,5.01E-05,M^-1 s^-1,isopropyl ether,CC(C)OC(C)C,1,doi: 10.1021/ja00713a030,"Two pathways exist, each with endo and exo diastereomer products"
8,Diels-Alder,O=C1C=CC(=O)O1,C=CC(=C)C,CC1=CCC2C(=O)OC(=O)C2C1,,veratrole,COc1ccccc1OC,303.3,0.00031,M^-1 s^-1,isopropyl ether,CC(C)OC(C)C,6.19,doi: 10.1021/ja00713a030,"Two pathways exist, each with endo and exo diastereomer products"
9,Diels-Alder,C1=CCC=C1,C=CC(C)=O,CC(=O)C1CC2C=CC1C2,,ethylene glycol,OCCO,293,0.0048,M^-1 s^-1,isooctane,CC(C)CC(C)(C)C,80.8,doi: 10.1021/ja00225a003,"Two pathways exist, each with endo and exo diastereomer products"
9,Diels-Alder,C1=CCC=C1,C=CC(C)=O,CC(=O)C1CC2C=CC1C2,,formamide,NC=O,293,0.00318,M^-1 s^-1,isooctane,CC(C)CC(C)(C)C,53.5,doi: 10.1021/ja00225a003,"Two pathways exist, each with endo and exo diastereomer products"
9,Diels-Alder,C1=CCC=C1,C=CC(C)=O,CC(=O)C1CC2C=CC1C2,,isooctane,CC(C)CC(C)(C)C,293,5.94E-05,M^-1 s^-1,isooctane,CC(C)CC(C)(C)C,1,doi: 10.1021/ja00225a003,"Two pathways exist, each with endo and exo diastereomer products"
9,Diels-Alder,C1=CCC=C1,C=CC(C)=O,CC(=O)C1CC2C=CC1C2,,methanol,CO,293,0.000755,M^-1 s^-1,isooctane,CC(C)CC(C)(C)C,12.7,doi: 10.1021/ja00225a003,"Two pathways exist, each with endo and exo diastereomer products"
9,Diels-Alder,C1=CCC=C1,C=CC(C)=O,CC(=O)C1CC2C=CC1C2,,water,O,293,0.044,M^-1 s^-1,isooctane,CC(C)CC(C)(C)C,741,doi: 10.1021/ja00225a003,"Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,acetone,CC(C)=O,304,0.00195,M^-1 s^-1,cyclohexane,C1CCCCC1,43,"doi: 10.1016/S0040-4039(01)99167-1, doi: 10.1002/9783527632220","Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,acetonitrile,CC#N,304,0.0074,M^-1 s^-1,cyclohexane,C1CCCCC1,163,"doi: 10.1016/S0040-4039(01)99167-1, doi: 10.1002/9783527632220","Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,benzene,c1ccccc1,298,0.000345,M^-1 s^-1,hexane,CCCCCC,6.51,doi: 10.1039/P29830000037,"Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,benzonitrile,N#Cc1ccccc1,298,0.00223,M^-1 s^-1,hexane,CCCCCC,42.1,doi: 10.1039/P29830000037,"Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,carbon tetrachloride,ClC(Cl)(Cl)Cl,298,8.30E-05,M^-1 s^-1,hexane,CCCCCC,1.57,doi: 10.1039/P29830000037,"Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,chlorobenzene,Clc1ccccc1,298,0.000491,M^-1 s^-1,hexane,CCCCCC,9.26,doi: 10.1039/P29830000037,"Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,cyclohexane,C1CCCCC1,298,3.70E-05,M^-1 s^-1,hexane,CCCCCC,0.698,doi: 10.1039/P29830000037,"Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,dichloromethane,ClCCl,298,0.00159,M^-1 s^-1,hexane,CCCCCC,30,doi: 10.1039/P29830000037,"Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,hexane,CCCCCC,298,5.30E-05,M^-1 s^-1,hexane,CCCCCC,1,doi: 10.1039/P29830000037,"Two pathways exist, each with endo and exo diastereomer products"
11,[2+2] Cycloaddition,O=C=C(c1ccccc1)c1ccccc1,C=COCCCC,CCCCOC1COC1=C(c1ccccc1)c1ccccc1,,toluene,Cc1ccccc1,298,0.000186,M^-1 s^-1,hexane,CCCCCC,3.51,doi: 10.1039/P29830000037,"Two pathways exist, each with endo and exo diastereomer products"
12,Nucleophilic addition to carbon-carbon triple bond,C1CCNCC1,C#CC(=O)OC,COC(=O)C=CN1CCCCC1,,acetonitrile,CC#N,310,2.25,M^-1 s^-1,cyclohexane,C1CCCCC1,865,"doi: 10.1051/jcp/1960570634, doi: 10.1002/9783527632220","Two-step reaction. We identified the first step as a rate limiting step, which has COC([O-])=C=C[NH+]1CCCCC1 as a product."
12,Nucleophilic addition to carbon-carbon triple bond,C1CCNCC1,C#CC(=O)OC,COC(=O)C=CN1CCCCC1,,benzene,c1ccccc1,310,0.026,M^-1 s^-1,cyclohexane,C1CCCCC1,10,"doi: 10.1051/jcp/1960570634, doi: 10.1002/9783527632220","Two-step reaction. We identified the first step as a rate limiting step, which has COC([O-])=C=C[NH+]1CCCCC1 as a product."
12,Nucleophilic addition to carbon-carbon triple bond,C1CCNCC1,C#CC(=O)OC,COC(=O)C=CN1CCCCC1,,cyclohexane,C1CCCCC1,310,0.0026,M^-1 s^-1,cyclohexane,C1CCCCC1,1,"doi: 10.1051/jcp/1960570634, doi: 10.1002/9783527632220","Two-step reaction. We identified the first step as a rate limiting step, which has COC([O-])=C=C[NH+]1CCCCC1 as a product."
12,Nucleophilic addition to carbon-carbon triple bond,C1CCNCC1,C#CC(=O)OC,COC(=O)C=CN1CCCCC1,,diethyl ether,CCOCC,310,0.0052,M^-1 s^-1,cyclohexane,C1CCCCC1,2,"doi: 10.1051/jcp/1960570634, doi: 10.1002/9783527632220","Two-step reaction. We identified the first step as a rate limiting step, which has COC([O-])=C=C[NH+]1CCCCC1 as a product."
12,Nucleophilic addition to carbon-carbon triple bond,C1CCNCC1,C#CC(=O)OC,COC(=O)C=CN1CCCCC1,,dioxane,C1COCCO1,310,0.19,M^-1 s^-1,cyclohexane,C1CCCCC1,73.1,"doi: 10.1051/jcp/1960570634, doi: 10.1002/9783527632220","Two-step reaction. We identified the first step as a rate limiting step, which has COC([O-])=C=C[NH+]1CCCCC1 as a product."
12,Nucleophilic addition to carbon-carbon triple bond,C1CCNCC1,C#CC(=O)OC,COC(=O)C=CN1CCCCC1,,methanol,CO,310,0.169,M^-1 s^-1,cyclohexane,C1CCCCC1,65,"doi: 10.1051/jcp/1960570634, doi: 10.1002/9783527632220","Two-step reaction. We identified the first step as a rate limiting step, which has COC([O-])=C=C[NH+]1CCCCC1 as a product."
13,Epoxidation of cyclohexene with peroxycarboxylic acid,O=C(OO)c1ccccc1,C1=CCCCC1,O=C(O)c1ccccc1,C1CCC2OC2C1,dimethylformamide,CN(C)C=O,293,0.000222,M^-1 s^-1,dimethylformamide,CN(C)C=O,1,"doi: 10.1021/jo00828a044, doi: 10.1002/9783527632220",
13,Epoxidation of cyclohexene with peroxycarboxylic acid,O=C(OO)c1ccccc1,C1=CCCCC1,O=C(O)c1ccccc1,C1CCC2OC2C1,dioxane,C1COCCO1,293,0.000964,M^-1 s^-1,dimethylformamide,CN(C)C=O,4.34,"doi: 10.1021/jo00828a044, doi: 10.1002/9783527632220",
13,Epoxidation of cyclohexene with peroxycarboxylic acid,O=C(OO)c1ccccc1,C1=CCCCC1,O=C(O)c1ccccc1,C1CCC2OC2C1,ethanol,CCO,293,0.000556,M^-1 s^-1,dimethylformamide,CN(C)C=O,2.5,"doi: 10.1021/jo00828a044, doi: 10.1002/9783527632220",
13,Epoxidation of cyclohexene with peroxycarboxylic acid,O=C(OO)c1ccccc1,C1=CCCCC1,O=C(O)c1ccccc1,C1CCC2OC2C1,isopropyl alcohol,CC(C)O,293,0.000691,M^-1 s^-1,dimethylformamide,CN(C)C=O,3.11,"doi: 10.1021/jo00828a044, doi: 10.1002/9783527632220",
13,Epoxidation of cyclohexene with peroxycarboxylic acid,O=C(OO)c1ccccc1,C1=CCCCC1,O=C(O)c1ccccc1,C1CCC2OC2C1,methanol,CO,293,0.000544,M^-1 s^-1,dimethylformamide,CN(C)C=O,2.45,"doi: 10.1021/jo00828a044, doi: 10.1002/9783527632220",
13,Epoxidation of cyclohexene with peroxycarboxylic acid,O=C(OO)c1ccccc1,C1=CCCCC1,O=C(O)c1ccccc1,C1CCC2OC2C1,sulfolane,O=S1(=O)CCCC1,293,0.00327,M^-1 s^-1,dimethylformamide,CN(C)C=O,14.7,"doi: 10.1021/jo00828a044, doi: 10.1002/9783527632220",
13,Epoxidation of cyclohexene with peroxycarboxylic acid,O=C(OO)c1ccccc1,C1=CCCCC1,O=C(O)c1ccccc1,C1CCC2OC2C1,tert-butanol,CC(C)(C)O,293,0.00025,M^-1 s^-1,dimethylformamide,CN(C)C=O,1.13,"doi: 10.1021/jo00828a044, doi: 10.1002/9783527632220",
13,Epoxidation of cyclohexene with peroxycarboxylic acid,O=C(OO)c1ccccc1,C1=CCCCC1,O=C(O)c1ccccc1,C1CCC2OC2C1,trifluoroethanol,OCC(F)(F)F,293,0.0268,M^-1 s^-1,dimethylformamide,CN(C)C=O,121,"doi: 10.1021/jo00828a044, doi: 10.1002/9783527632220",
14,Thermal decomposition of 3-sulfolene,CC1=CCS(=O)(=O)C1,,O=S=O,C=CC(=C)C,N-benzylacetamide,CC(=O)NCc1ccccc1,392.5,0.000113,s^-1,decane,CCCCCCCCCC,0.966,doi: 10.1039/P29760001470,
14,Thermal decomposition of 3-sulfolene,CC1=CCS(=O)(=O)C1,,O=S=O,C=CC(=C)C,benzophenone,O=C(c1ccccc1)c1ccccc1,392.5,0.00021,s^-1,decane,CCCCCCCCCC,1.79,doi: 10.1039/P29760001470,
14,Thermal decomposition of 3-sulfolene,CC1=CCS(=O)(=O)C1,,O=S=O,C=CC(=C)C,decane,CCCCCCCCCC,392.5,0.000117,s^-1,decane,CCCCCCCCCC,1,doi: 10.1039/P29760001470,
14,Thermal decomposition of 3-sulfolene,CC1=CCS(=O)(=O)C1,,O=S=O,C=CC(=C)C,dibutyl phthalate,CCCCOC(=O)c1ccccc1C(=O)OCCCC,392.5,0.000195,s^-1,decane,CCCCCCCCCC,1.67,doi: 10.1039/P29760001470,
14,Thermal decomposition of 3-sulfolene,CC1=CCS(=O)(=O)C1,,O=S=O,C=CC(=C)C,diphenyl ether,c1ccc(Oc2ccccc2)cc1,392.5,0.000188,s^-1,decane,CCCCCCCCCC,1.61,doi: 10.1039/P29760001470,
14,Thermal decomposition of 3-sulfolene,CC1=CCS(=O)(=O)C1,,O=S=O,C=CC(=C)C,stearic acid,CCCCCCCCCCCCCCCCCC(=O)O,392.5,0.000138,s^-1,decane,CCCCCCCCCC,1.18,doi: 10.1039/P29760001470,
14,Thermal decomposition of 3-sulfolene,CC1=CCS(=O)(=O)C1,,O=S=O,C=CC(=C)C,sulfolane,O=S1(=O)CCCC1,392.5,0.000213,s^-1,decane,CCCCCCCCCC,1.82,doi: 10.1039/P29760001470,
14,Thermal decomposition of 3-sulfolene,CC1=CCS(=O)(=O)C1,,O=S=O,C=CC(=C)C,triethylene glycol,OCCOCCOCCO,392.5,0.00015,s^-1,decane,CCCCCCCCCC,1.28,doi: 10.1039/P29760001470,
